"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2000","2000","_1000","Per thousand","0","Units",,,1.9,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2001","2001","_1000","Per thousand","0","Units",,,1.9,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2002","2002","_1000","Per thousand","0","Units",,,1.8,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2003","2003","_1000","Per thousand","0","Units",,,1.8,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2004","2004","_1000","Per thousand","0","Units",,,1.9,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2005","2005","_1000","Per thousand","0","Units",,,1.9,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2006","2006","_1000","Per thousand","0","Units",,,1.6,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2007","2007","_1000","Per thousand","0","Units",,,1.7,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2008","2008","_1000","Per thousand","0","Units",,,1.7,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2009","2009","_1000","Per thousand","0","Units",,,1.7,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2010","2010","_1000","Per thousand","0","Units",,,1.8,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2011","2011","_1000","Per thousand","0","Units",,,1.6,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2004","2004","PC","Percentage","0","Units",,,3,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2005","2005","PC","Percentage","0","Units",,,2.7,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2006","2006","PC","Percentage","0","Units",,,2.7,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2007","2007","PC","Percentage","0","Units",,,2.8,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2008","2008","PC","Percentage","0","Units",,,2.1,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2009","2009","PC","Percentage","0","Units",,,1.7,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2010","2010","PC","Percentage","0","Units",,,2.2,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2011","2011","PC","Percentage","0","Units",,,2,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2012","2012","PC","Percentage","0","Units",,,3.2,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2013","2013","PC","Percentage","0","Units",,,2.7,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2014","2014","PC","Percentage","0","Units",,,2.3,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2015","2015","PC","Percentage","0","Units",,,2.1,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2016","2016","PC","Percentage","0","Units",,,1.6,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2017","2017","PC","Percentage","0","Units",,,1.3,,
"PRT","Portugal","TOTAL","Total","FAM5C","Proportion (%) of children (aged 0-17) living in 'other' types of household","2018","2018","PC","Percentage","0","Units",,,1.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1990","1990","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1991","1991","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1992","1992","_1000","Per thousand","0","Units",,,1.8,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1993","1993","_1000","Per thousand","0","Units",,,1.9,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1994","1994","_1000","Per thousand","0","Units",,,1.7,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1995","1995","_1000","Per thousand","0","Units",,,1.8,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1996","1996","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1997","1997","_1000","Per thousand","0","Units",,,2.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1998","1998","_1000","Per thousand","0","Units",,,2.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1999","1999","_1000","Per thousand","0","Units",,,2.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2000","2000","_1000","Per thousand","0","Units",,,2.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2001","2001","_1000","Per thousand","0","Units",,,2.3,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2002","2002","_1000","Per thousand","0","Units",,,2.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2003","2003","_1000","Per thousand","0","Units",,,2.3,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2004","2004","_1000","Per thousand","0","Units",,,2.3,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2005","2005","_1000","Per thousand","0","Units",,,2.2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2006","2006","_1000","Per thousand","0","Units",,,2.5,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2007","2007","_1000","Per thousand","0","Units",,,2.3,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2008","2008","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2009","2009","_1000","Per thousand","0","Units",,,2.1,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2010","2010","_1000","Per thousand","0","Units",,,2.1,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2011","2011","_1000","Per thousand","0","Units",,,2.3,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,2.1,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,2.6,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,2.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,2.1,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,2,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1990","1990","YR","Years","0","Units",,,23.9,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1991","1991","YR","Years","0","Units",,,23.7,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1992","1992","YR","Years","0","Units",,,23.7,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1993","1993","YR","Years","0","Units",,,23.8,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1994","1994","YR","Years","0","Units",,,24,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1995","1995","YR","Years","0","Units",,,24.1,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1996","1996","YR","Years","0","Units",,,24.3,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1997","1997","YR","Years","0","Units",,,24.4,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1998","1998","YR","Years","0","Units",,,24.5,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","1999","1999","YR","Years","0","Units",,,24.7,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2000","2000","YR","Years","0","Units",,,25,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2001","2001","YR","Years","0","Units",,,25.1,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2002","2002","YR","Years","0","Units",,,25.3,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2003","2003","YR","Years","0","Units",,,25.5,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2004","2004","YR","Years","0","Units",,,25.6,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2005","2005","YR","Years","0","Units",,,25.9,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2006","2006","YR","Years","0","Units",,,26.1,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2007","2007","YR","Years","0","Units",,,26.4,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2008","2008","YR","Years","0","Units",,,26.5,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2009","2009","YR","Years","0","Units",,,26.7,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2010","2010","YR","Years","0","Units",,,27,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2011","2011","YR","Years","0","Units",,,27.1,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2012","2012","YR","Years","0","Units",,,27.1,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2013","2013","YR","Years","0","Units",,,27.1,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2014","2014","YR","Years","0","Units",,,27.3,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2015","2015","YR","Years","0","Units",,,27.4,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2016","2016","YR","Years","0","Units",,,27.6,,
"BGR","Bulgaria","TOTAL","Total","FAM2","Mean age of women at childbirth","2017","2017","YR","Years","0","Units",,,27.6,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1990","1990","_1000","Per thousand","0","Units",,,7.5,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1991","1991","_1000","Per thousand","0","Units",,,6.6,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1992","1992","_1000","Per thousand","0","Units",,,5.8,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1993","1993","_1000","Per thousand","0","Units",,,5.2,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1994","1994","_1000","Per thousand","0","Units",,,5,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1995","1995","_1000","Per thousand","0","Units",,,4.9,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1996","1996","_1000","Per thousand","0","Units",,,3.9,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1997","1997","_1000","Per thousand","0","Units",,,4,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1998","1998","_1000","Per thousand","0","Units",,,3.9,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","1999","1999","_1000","Per thousand","0","Units",,,4,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2000","2000","_1000","Per thousand","0","Units",,,3.9,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2001","2001","_1000","Per thousand","0","Units",,,4.1,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2002","2002","_1000","Per thousand","0","Units",,,4.2,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2003","2003","_1000","Per thousand","0","Units",,,4.2,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2004","2004","_1000","Per thousand","0","Units",,,4.4,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2005","2005","_1000","Per thousand","0","Units",,,4.5,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2006","2006","_1000","Per thousand","0","Units",,,5.2,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2007","2007","_1000","Per thousand","0","Units",,,5.2,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2008","2008","_1000","Per thousand","0","Units",,,4.6,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2009","2009","_1000","Per thousand","0","Units",,,4,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2010","2010","_1000","Per thousand","0","Units",,,3.8,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2011","2011","_1000","Per thousand","0","Units",,,4.1,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,4.5,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,4.3,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,4.7,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,5.2,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,4.8,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,4.9,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1990","1990","_1000","Per thousand","0","Units",,,1.1,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1991","1991","_1000","Per thousand","0","Units",,,0.9,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1992","1992","_1000","Per thousand","0","Units",,,0.8,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1993","1993","_1000","Per thousand","0","Units",,,0.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1994","1994","_1000","Per thousand","0","Units",,,0.8,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1995","1995","_1000","Per thousand","0","Units",,,1,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1996","1996","_1000","Per thousand","0","Units",,,1,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1997","1997","_1000","Per thousand","0","Units",,,1.1,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1998","1998","_1000","Per thousand","0","Units",,,1.2,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","1999","1999","_1000","Per thousand","0","Units",,,1.1,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2000","2000","_1000","Per thousand","0","Units",,,1.1,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2001","2001","_1000","Per thousand","0","Units",,,1.2,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2002","2002","_1000","Per thousand","0","Units",,,1.2,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2003","2003","_1000","Per thousand","0","Units",,,1.3,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2004","2004","_1000","Per thousand","0","Units",,,1.5,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2005","2005","_1000","Per thousand","0","Units",,,1.8,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2006","2006","_1000","Per thousand","0","Units",,,1.9,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2007","2007","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2008","2008","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2009","2009","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2010","2010","_1000","Per thousand","0","Units",,,1.6,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2011","2011","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,1.8,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,1.7,,
"POL","Poland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,1.7,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,2,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.9,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.7,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.5,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.4,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.3,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.2,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.1,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.1,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.2,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.3,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.2,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.3,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.3,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.3,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.4,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.5,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.5,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.6,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.5,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.4,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.3,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.4,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.5,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.7,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.7,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.7,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.7,,
"LVA","Latvia","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.6,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2002","2002","PC","Percentage","0","Units",,,5.3,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2003","2003","PC","Percentage","0","Units",,,5.8,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2004","2004","PC","Percentage","0","Units",,,5.6,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2005","2005","PC","Percentage","0","Units",,,5.5,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2006","2006","PC","Percentage","0","Units",,,5.6,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2007","2007","PC","Percentage","0","Units",,,5.6,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2008","2008","PC","Percentage","0","Units",,,5.7,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2009","2009","PC","Percentage","0","Units",,,5.8,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2010","2010","PC","Percentage","0","Units",,,5.8,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2011","2011","PC","Percentage","0","Units",,,6,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,5.8,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,6.1,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,6.3,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,6.6,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,6.8,,
"ISR","Israel","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,7.5,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1990","1990","PC","Percentage","0","Units",,,14.6,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1991","1991","PC","Percentage","0","Units",,,16.9,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1992","1992","PC","Percentage","0","Units",,,18,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1993","1993","PC","Percentage","0","Units",,,19.9,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1994","1994","PC","Percentage","0","Units",,,20.8,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1995","1995","PC","Percentage","0","Units",,,22.3,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1996","1996","PC","Percentage","0","Units",,,25.3,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1997","1997","PC","Percentage","0","Units",,,26.8,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1998","1998","PC","Percentage","0","Units",,,28.7,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","1999","1999","PC","Percentage","0","Units",,,31.1,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2000","2000","PC","Percentage","0","Units",,,31.5,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2001","2001","PC","Percentage","0","Units",,,31.3,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2002","2002","PC","Percentage","0","Units",,,31.2,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2003","2003","PC","Percentage","0","Units",,,31.2,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2004","2004","PC","Percentage","0","Units",,,31.9,,
"IRL","Ireland","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2005","2005","PC","Percentage","0","Units",,,31.8,,
